"No.","Time","Source","Destination","Protocol","Length","Time since reference or first frame","Info"
"960","9.298005976","192.168.213.150","147.235.21.160","QUIC","1292","9.298005976","Initial, DCID=ed610a71ffa1dcda, PKN: 1, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO"
"961","9.298602277","192.168.213.150","147.235.21.160","QUIC","119","9.298602277","0-RTT, DCID=ed610a71ffa1dcda"
"962","9.299354694","192.168.213.150","147.235.21.160","QUIC","676","9.299354694","0-RTT, DCID=ed610a71ffa1dcda"
"964","9.336543078","192.168.213.150","147.235.21.160","QUIC","1292","9.336543078","Initial, DCID=ed610a71ffa1dcda, PKN: 5, PADDING, CRYPTO, CRYPTO, PADDING, PING, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, PING, PADDING, PING, CRYPTO, CRYPTO, CRYPTO"
"967","9.338393743","192.168.213.150","147.235.21.160","QUIC","1292","9.338393743","Protected Payload (KP0), DCID=9b81000135a44d9b"
"968","9.338503553","192.168.213.150","147.235.21.160","QUIC","116","9.338503553","Handshake, DCID=9b81000135a44d9b"
"970","9.368042944","192.168.213.150","147.235.21.160","QUIC","77","9.368042944","Protected Payload (KP0), DCID=9b81000135a44d9b"
"975","9.371682736","192.168.213.150","147.235.21.160","QUIC","76","9.371682736","Protected Payload (KP0), DCID=9b81000135a44d9b"
"1003","9.576376274","192.168.213.150","147.235.21.160","QUIC","71","9.576376274","Protected Payload (KP0), DCID=9b81000135a44d9b"
"1010","9.580266923","192.168.213.150","147.235.21.160","QUIC","80","9.580266923","Protected Payload (KP0), DCID=9b81000135a44d9b"
"1021","9.588215473","192.168.213.150","147.235.21.160","QUIC","76","9.588215473","Protected Payload (KP0), DCID=9b81000135a44d9b"
"1022","9.588444399","192.168.213.150","147.235.21.160","QUIC","78","9.588444399","Protected Payload (KP0), DCID=9b81000135a44d9b"
"1023","9.588526394","192.168.213.150","147.235.21.160","QUIC","78","9.588526394","Protected Payload (KP0), DCID=9b81000135a44d9b"
"1024","9.588590743","192.168.213.150","147.235.21.160","QUIC","78","9.588590743","Protected Payload (KP0), DCID=9b81000135a44d9b"
"1025","9.588651774","192.168.213.150","147.235.21.160","QUIC","80","9.588651774","Protected Payload (KP0), DCID=9b81000135a44d9b"
"1027","9.588710256","192.168.213.150","147.235.21.160","QUIC","80","9.588710256","Protected Payload (KP0), DCID=9b81000135a44d9b"
"1028","9.588773894","192.168.213.150","147.235.21.160","QUIC","80","9.588773894","Protected Payload (KP0), DCID=9b81000135a44d9b"
"1029","9.588843223","192.168.213.150","147.235.21.160","QUIC","78","9.588843223","Protected Payload (KP0), DCID=9b81000135a44d9b"
"1030","9.588909288","192.168.213.150","147.235.21.160","QUIC","76","9.588909288","Protected Payload (KP0), DCID=9b81000135a44d9b"
"1043","9.652386919","192.168.213.150","147.235.21.160","QUIC","76","9.652386919","Protected Payload (KP0), DCID=9b81000135a44d9b"
"1044","9.652618173","192.168.213.150","147.235.21.160","QUIC","76","9.652618173","Protected Payload (KP0), DCID=9b81000135a44d9b"
"1049","9.660474635","192.168.213.150","147.235.21.160","QUIC","76","9.660474635","Protected Payload (KP0), DCID=9b81000135a44d9b"
"1056","9.665643261","192.168.213.150","147.235.21.160","QUIC","76","9.665643261","Protected Payload (KP0), DCID=9b81000135a44d9b"
"1057","9.665804465","192.168.213.150","147.235.21.160","QUIC","76","9.665804465","Protected Payload (KP0), DCID=9b81000135a44d9b"
"1058","9.665950251","192.168.213.150","147.235.21.160","QUIC","76","9.665950251","Protected Payload (KP0), DCID=9b81000135a44d9b"
"1059","9.668149465","192.168.213.150","172.217.22.110","QUIC","1138","9.668149465","Protected Payload (KP0), DCID=edeab8f6255f6e9d"
"1077","9.744291590","192.168.213.150","172.217.22.110","QUIC","74","9.744291590","Protected Payload (KP0), DCID=edeab8f6255f6e9d"
"1097","9.896744457","192.168.213.150","172.217.22.110","QUIC","77","9.896744457","Protected Payload (KP0), DCID=edeab8f6255f6e9d"
"1105","9.900248571","192.168.213.150","172.217.22.110","QUIC","73","9.900248571","Protected Payload (KP0), DCID=edeab8f6255f6e9d"
"1106","9.900471177","192.168.213.150","172.217.22.110","QUIC","73","9.900471177","Protected Payload (KP0), DCID=edeab8f6255f6e9d"
"1107","9.900699516","192.168.213.150","172.217.22.110","QUIC","73","9.900699516","Protected Payload (KP0), DCID=edeab8f6255f6e9d"
"1109","9.929004602","192.168.213.150","172.217.22.110","QUIC","1288","9.929004602","Protected Payload (KP0), DCID=edeab8f6255f6e9d"
"1110","9.929402358","192.168.213.150","172.217.22.110","QUIC","1292","9.929402358","Protected Payload (KP0), DCID=edeab8f6255f6e9d"
"1111","9.929469587","192.168.213.150","172.217.22.110","QUIC","167","9.929469587","Protected Payload (KP0), DCID=edeab8f6255f6e9d"
"1126","9.992201323","192.168.213.150","172.217.22.110","QUIC","74","9.992201323","Protected Payload (KP0), DCID=edeab8f6255f6e9d"
"1150","10.168284991","192.168.213.150","172.217.22.110","QUIC","71","10.168284991","Protected Payload (KP0), DCID=edeab8f6255f6e9d"
"1164","10.212997302","192.168.213.150","172.217.22.110","QUIC","77","10.212997302","Protected Payload (KP0), DCID=edeab8f6255f6e9d"
"1167","10.217052662","192.168.213.150","172.217.22.110","QUIC","75","10.217052662","Protected Payload (KP0), DCID=edeab8f6255f6e9d"
"1168","10.217247236","192.168.213.150","172.217.22.110","QUIC","73","10.217247236","Protected Payload (KP0), DCID=edeab8f6255f6e9d"
"1189","10.462964029","192.168.213.150","172.217.22.110","QUIC","1288","10.462964029","Protected Payload (KP0), DCID=edeab8f6255f6e9d"
"1190","10.463059339","192.168.213.150","172.217.22.110","QUIC","1292","10.463059339","Protected Payload (KP0), DCID=edeab8f6255f6e9d"
"1191","10.463103431","192.168.213.150","172.217.22.110","QUIC","241","10.463103431","Protected Payload (KP0), DCID=edeab8f6255f6e9d"
"1198","10.528755706","192.168.213.150","172.217.22.110","QUIC","74","10.528755706","Protected Payload (KP0), DCID=edeab8f6255f6e9d"
"1208","10.704272885","192.168.213.150","172.217.22.110","QUIC","71","10.704272885","Protected Payload (KP0), DCID=edeab8f6255f6e9d"
"1220","10.763546877","192.168.213.150","172.217.22.110","QUIC","77","10.763546877","Protected Payload (KP0), DCID=edeab8f6255f6e9d"
"1223","10.769690339","192.168.213.150","172.217.22.110","QUIC","73","10.769690339","Protected Payload (KP0), DCID=edeab8f6255f6e9d"
"1398","12.125440980","192.168.213.150","212.199.140.162","QUIC","1292","12.125440980","Initial, DCID=feb31c942592ed87, PKN: 1, PADDING, CRYPTO, PADDING, CRYPTO, PING, PING, PING, PADDING, CRYPTO, CRYPTO, PING, CRYPTO, PADDING, PING, PING, PADDING, CRYPTO, PING, PADDING, PING"
"1402","12.192429144","192.168.213.150","212.199.140.162","QUIC","1292","12.192429144","Initial, DCID=feb31c942592ed87, PKN: 3, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO"
"1438","12.239036453","192.168.213.150","212.199.140.162","QUIC","1292","12.239036453","Handshake, DCID=8c81000e2ce8948f"
"1440","12.239252525","192.168.213.150","212.199.140.162","QUIC","186","12.239252525","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"1450","12.272847255","192.168.213.150","212.199.140.162","QUIC","77","12.272847255","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"1464","12.379616432","192.168.213.150","212.199.140.162","QUIC","78","12.379616432","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"1465","12.379855807","192.168.213.150","212.199.140.162","QUIC","196","12.379855807","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"1466","12.380063140","192.168.213.150","212.199.140.162","QUIC","196","12.380063140","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"1472","12.476592039","192.168.213.150","212.199.140.162","QUIC","79","12.476592039","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2093","14.135204751","192.168.213.150","212.199.140.162","QUIC","664","14.135204751","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2128","14.200486523","192.168.213.150","212.199.140.162","QUIC","77","14.200486523","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2229","14.374687861","192.168.213.150","212.199.140.162","QUIC","71","14.374687861","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2279","14.468741565","192.168.213.150","212.199.140.162","QUIC","80","14.468741565","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2280","14.469002468","192.168.213.150","212.199.140.162","QUIC","76","14.469002468","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2287","14.475797547","192.168.213.150","212.199.140.162","QUIC","76","14.475797547","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2288","14.475954474","192.168.213.150","212.199.140.162","QUIC","78","14.475954474","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2289","14.476077755","192.168.213.150","212.199.140.162","QUIC","76","14.476077755","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2291","14.486983611","192.168.213.150","212.199.140.162","QUIC","76","14.486983611","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2297","14.491552415","192.168.213.150","212.199.140.162","QUIC","76","14.491552415","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2298","14.491703432","192.168.213.150","212.199.140.162","QUIC","76","14.491703432","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2300","14.509088032","192.168.213.150","212.199.140.162","QUIC","76","14.509088032","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2305","14.514460726","192.168.213.150","212.199.140.162","QUIC","78","14.514460726","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2306","14.514655254","192.168.213.150","212.199.140.162","QUIC","76","14.514655254","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2338","14.551424535","192.168.213.150","212.199.140.162","QUIC","76","14.551424535","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2341","14.553655385","192.168.213.150","212.199.140.162","QUIC","76","14.553655385","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2343","14.556954096","192.168.213.150","212.199.140.162","QUIC","78","14.556954096","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2347","14.560636627","192.168.213.150","212.199.140.162","QUIC","77","14.560636627","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2348","14.560788025","192.168.213.150","212.199.140.162","QUIC","76","14.560788025","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2354","14.568867048","192.168.213.150","212.199.140.162","QUIC","76","14.568867048","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2362","14.582104860","192.168.213.150","212.199.140.162","QUIC","76","14.582104860","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2365","14.592671301","192.168.213.150","212.199.140.162","QUIC","76","14.592671301","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2381","14.611954685","192.168.213.150","212.199.140.162","QUIC","76","14.611954685","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2382","14.612190656","192.168.213.150","212.199.140.162","QUIC","81","14.612190656","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2383","14.612440489","192.168.213.150","212.199.140.162","QUIC","76","14.612440489","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2401","14.633561864","192.168.213.150","212.199.140.162","QUIC","76","14.633561864","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2402","14.633711422","192.168.213.150","212.199.140.162","QUIC","76","14.633711422","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2406","14.636848124","192.168.213.150","212.199.140.162","QUIC","76","14.636848124","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2409","14.640588521","192.168.213.150","212.199.140.162","QUIC","76","14.640588521","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2411","14.645608626","192.168.213.150","212.199.140.162","QUIC","76","14.645608626","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2415","14.651162846","192.168.213.150","212.199.140.162","QUIC","76","14.651162846","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2420","14.656511447","192.168.213.150","212.199.140.162","QUIC","76","14.656511447","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2427","14.668855379","192.168.213.150","212.199.140.162","QUIC","76","14.668855379","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2428","14.669048979","192.168.213.150","212.199.140.162","QUIC","76","14.669048979","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2429","14.669206905","192.168.213.150","212.199.140.162","QUIC","78","14.669206905","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2434","14.675999442","192.168.213.150","212.199.140.162","QUIC","77","14.675999442","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2436","14.676289659","192.168.213.150","212.199.140.162","QUIC","76","14.676289659","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2440","14.680877003","192.168.213.150","212.199.140.162","QUIC","76","14.680877003","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2441","14.681005511","192.168.213.150","212.199.140.162","QUIC","78","14.681005511","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2445","14.686956572","192.168.213.150","212.199.140.162","QUIC","77","14.686956572","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2446","14.687140538","192.168.213.150","212.199.140.162","QUIC","78","14.687140538","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2448","14.692524542","192.168.213.150","212.199.140.162","QUIC","79","14.692524542","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2461","14.700302565","192.168.213.150","212.199.140.162","QUIC","77","14.700302565","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2462","14.700522625","192.168.213.150","212.199.140.162","QUIC","83","14.700522625","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2463","14.700671082","192.168.213.150","212.199.140.162","QUIC","78","14.700671082","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2464","14.700778605","192.168.213.150","212.199.140.162","QUIC","76","14.700778605","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2465","14.700921738","192.168.213.150","212.199.140.162","QUIC","76","14.700921738","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2466","14.701047368","192.168.213.150","212.199.140.162","QUIC","76","14.701047368","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2467","14.701288929","192.168.213.150","212.199.140.162","QUIC","76","14.701288929","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2468","14.701420533","192.168.213.150","212.199.140.162","QUIC","76","14.701420533","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2481","14.726339012","192.168.213.150","212.199.140.162","QUIC","76","14.726339012","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2483","14.727100061","192.168.213.150","212.199.140.162","QUIC","78","14.727100061","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2484","14.727283595","192.168.213.150","212.199.140.162","QUIC","76","14.727283595","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2485","14.727528625","192.168.213.150","212.199.140.162","QUIC","76","14.727528625","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2486","14.727756046","192.168.213.150","212.199.140.162","QUIC","76","14.727756046","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2487","14.727996353","192.168.213.150","212.199.140.162","QUIC","76","14.727996353","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2491","14.729878032","192.168.213.150","212.199.140.162","QUIC","76","14.729878032","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2496","14.739932195","192.168.213.150","212.199.140.162","QUIC","77","14.739932195","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2507","14.748788927","192.168.213.150","212.199.140.162","QUIC","76","14.748788927","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2521","14.754831137","192.168.213.150","212.199.140.162","QUIC","78","14.754831137","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2522","14.755178475","192.168.213.150","212.199.140.162","QUIC","76","14.755178475","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2531","14.755763873","192.168.213.150","212.199.140.162","QUIC","76","14.755763873","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2541","14.768466274","192.168.213.150","212.199.140.162","QUIC","76","14.768466274","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2549","14.784086247","192.168.213.150","212.199.140.162","QUIC","82","14.784086247","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2551","14.813312602","192.168.213.150","212.199.140.162","QUIC","78","14.813312602","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2556","14.823285043","192.168.213.150","212.199.140.162","QUIC","77","14.823285043","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2568","14.836188049","192.168.213.150","212.199.140.162","QUIC","76","14.836188049","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2569","14.836395986","192.168.213.150","212.199.140.162","QUIC","78","14.836395986","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2571","14.836578944","192.168.213.150","212.199.140.162","QUIC","76","14.836578944","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2572","14.837002622","192.168.213.150","212.199.140.162","QUIC","78","14.837002622","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2573","14.837221813","192.168.213.150","212.199.140.162","QUIC","76","14.837221813","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2575","14.847158180","192.168.213.150","212.199.140.162","QUIC","76","14.847158180","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2585","14.872207527","192.168.213.150","212.199.140.162","QUIC","78","14.872207527","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2586","14.872386880","192.168.213.150","212.199.140.162","QUIC","76","14.872386880","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2587","14.872522226","192.168.213.150","212.199.140.162","QUIC","78","14.872522226","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2592","14.877118389","192.168.213.150","212.199.140.162","QUIC","77","14.877118389","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2593","14.877410735","192.168.213.150","212.199.140.162","QUIC","78","14.877410735","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2594","14.877542562","192.168.213.150","212.199.140.162","QUIC","76","14.877542562","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2608","14.904743716","192.168.213.150","212.199.140.162","QUIC","78","14.904743716","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2610","14.904907193","192.168.213.150","212.199.140.162","QUIC","76","14.904907193","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2611","14.905015318","192.168.213.150","212.199.140.162","QUIC","78","14.905015318","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2612","14.905170917","192.168.213.150","212.199.140.162","QUIC","76","14.905170917","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2613","14.905312659","192.168.213.150","212.199.140.162","QUIC","78","14.905312659","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2614","14.905444871","192.168.213.150","212.199.140.162","QUIC","81","14.905444871","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2625","14.907639642","192.168.213.150","212.199.140.162","QUIC","77","14.907639642","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2626","14.907747289","192.168.213.150","212.199.140.162","QUIC","79","14.907747289","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2627","14.907838076","192.168.213.150","212.199.140.162","QUIC","77","14.907838076","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2629","14.917653823","192.168.213.150","212.199.140.162","QUIC","78","14.917653823","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2635","14.923173234","192.168.213.150","212.199.140.162","QUIC","77","14.923173234","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2637","14.928568870","192.168.213.150","212.199.140.162","QUIC","79","14.928568870","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2639","14.936819159","192.168.213.150","212.199.140.162","QUIC","79","14.936819159","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2643","14.941105705","192.168.213.150","212.199.140.162","QUIC","78","14.941105705","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2648","14.952851816","192.168.213.150","212.199.140.162","QUIC","78","14.952851816","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2658","14.953919987","192.168.213.150","212.199.140.162","QUIC","79","14.953919987","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2659","14.954107103","192.168.213.150","212.199.140.162","QUIC","77","14.954107103","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2660","14.954332924","192.168.213.150","212.199.140.162","QUIC","79","14.954332924","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2661","14.954405217","192.168.213.150","212.199.140.162","QUIC","79","14.954405217","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2662","14.954524683","192.168.213.150","212.199.140.162","QUIC","77","14.954524683","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2671","14.959909442","192.168.213.150","212.199.140.162","QUIC","79","14.959909442","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2672","14.960067344","192.168.213.150","212.199.140.162","QUIC","77","14.960067344","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"2681","14.976064775","192.168.213.150","212.199.140.162","QUIC","77","14.976064775","Protected Payload (KP0), DCID=8c81000e2ce8948f"
